Title,Name,Part of volume,Physical description,Acquisition,destination,Languages,Authors,Mentions,Party to the Deed,Key Words,Notes,URL
[u'MS. Heb. d. 64/1'],[u'Biblical'],[u'MS. Heb. d. 64'],"[u'Yemen squ\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e2\u200e coll\u200e.\u200e\u200e,\u200e large \u200e8\u200evo\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought through the Rev. Prof. Sayce, 1896 (from the Genizah).']","[u'1a', u'6b']",[u'Main language: Hebrew.'],[],[],[],"[u'Bible. Isaiah.', u'Bible. Ezekiel.', u'Bible. Joel.', u'Bible. Amos.', u'Bible. Micah.']",[u'With superlinear punctuation\u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/3fc59c2d-17e8-47e0-bec8-746bd1b8909a
[u'MS. Heb. d. 64/10'],"[u'Fragment of a treatise on \u05d7\u05d6\u05e7\u05d4, in Arabic']",[u'MS. Heb. d. 64'],"[u'Syr\u200e.\u200e squ\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e large \u200e8\u200evo\u200e,\u200e vellum \u200e,\u200e stained\u200e.\u200e ']","[u'Bought through the Rev. Prof. Sayce, 1896 (from the Genizah).']","[u'31a', u'32b']",[u'Main language: Judeo-Arabic.'],[],[],[],[u'Legal treatises. Arabic.'],"[u'beg\u200e.\u200e \u05db\u05d0\u05df \u05d0\u05d3\u05e2\u05ea\u05d0 \u05d3\u05d7\u05d9\u05d5\u05ea\u05d0 \u05db\u05d0\u05df \u05d0\u05d3\u05e2\u05ea\u05d0 \u05d3..\u05e2\u05d0 \u05d0\u05d5 \u05db\u05d0\u05df \u05d0\u05d3\u05e2\u05ea\u05d0 \u05d3\u05e6\u05d9\u05d1\u05d9 \u05e2\u05dc\u05d9 \u05db\u05dc \u05d5\u05d2\u05d4 \u05e7\u05d3 \u05ea\u05d1\u05ea \u05d0\u05dc\u05de\u05dc\u05da \u200e,\u200e end ... \u05db\u05d9\u05d5\u05df \u05d3\u05d1\u05d4\u05de\u05d4 \u05d2\u05d5\u05e4\u05d4 \u05dc\u05d0 \u05e7\u05d0 \u05de\u05e7\u05e0\u05d9 \u05dc\u05d9\u05d4 \u05db\u05dc\u05d9\u05dd \u05e0\u05de\u05d9 \u05dc\u05d0 \u05e7\u05d0\u05e0\u05d9 \u05d0\u05de\u0307 \u05e8\u05d0\u05d1\u05d0 \u05d5\u05d0\u05d9 \u05d0\u05de\u0307 \u05dc\u05d9\u05d4 \u05e7\u05e0\u05d9 \u05d1\u05d4\u05de\u05d4 \u05de\u05e7\u05e0\u05d9 \u05db\u05dc\u05d9\u05dd \u05d1\u05de\u05e9\u05d9\u05db\u05d4 \u05d3\u05d1\u05d4\u05de\u05d4 \u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/025bf261-f9f0-4bd1-9d49-2a44b7b6b912
[u'MS. Heb. d. 64/11'],[u'Fragment of a medical treatise in Arabic'],[u'MS. Heb. d. 64'],"[u'Syr\u200e.\u200e curs\u200e.\u200e char\u200e.\u200e\u200e;\u200e large \u200e8\u200evo\u200e,\u200e vellum \u200e,\u200e partly obliterated\u200e.\u200e ']","[u'Bought through the Rev. Prof. Sayce, 1896 (from the Genizah).']","[u'33a', u'33b']",[u'Main language: Judeo-Arabic.'],[],[],[],"[u'Medical recipes. Arabic.', u'Medical treatises, and notes. Arabic.']","[u'beg\u200e.\u200e missing\u200e,\u200e beg\u200e.\u200e \u05d5\u05d4\u05d9 \u05de\u05df \u05ea\u05d0\u05dc\u05d9\u05e3 \u05d9\u05d7\u05e0\u05d0 \u05d1\u05df \u05de\u05d0\u05e1\u05d5\u05d9\u05d4. \u05d9\u05d5\u05db\u05d3 \u05de\u05df \u05e1\u05d5\u05d9\u05e7 \u05d0\u05dc\u05e9\u05e2\u05d9\u05e8 \u05d5\u05d0\u05dc\u05d0\u05e8\u05d6 \u05d0\u05dc\u05e4\u05d0\u05e8\u05e1\u05d9 \u05d0\u05dc\u05de\u05d2\u05e1\u05d5\u05dc ... \u200e;\u200e the last recipe beg\u200e.\u200e \u05d9\u05d5\u05db\u05d3 \u05d0\u05e8\u05d6 \u05de\u05d2\u05e1\u05d5\u05dc \u05d2\u05e1\u05dc\u05ea\u05d0 \u05d0\u05d5\u05e7\u05d9\u05d4 \u05d5\u05d2\u05dc\u05e0\u05d0\u05e8 \u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/1e30e383-8b4a-455a-be59-6a8261f22502
[u'MS. Heb. d. 64/12'],[u'Commentary on Genesis'],[u'MS. Heb. d. 64'],"[u'Yemen Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e large \u200e8\u200evo\u200e,\u200e paper \u200e,\u200e stained and injured\u200e.\u200e ']","[u'Bought through the Rev. Prof. Sayce, 1896 (from the Genizah).']","[u'34a', u'35b']",[u'Main language: Hebrew.'],[],[],[],[u'Bible. Commentaries. Anonymous. Hebrew: Genesis.'],[u'Some superlinear vowel points\u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/c7acb9c0-1772-41ec-8ce8-a86547e23f35
[u'MS. Heb. d. 64/13'],[u'Commentary on Exodus ii. 23 to iii. 2'],[u'MS. Heb. d. 64'],"[u'Span\u200e.\u200e curs\u200e.\u200e char\u200e.\u200e\u200e;\u200e large \u200e8\u200evo\u200e,\u200e paper \u200e.\u200e ']","[u'Bought through the Rev. Prof. Sayce, 1896 (from the Genizah).']","[u'36a', u'39b']",[u'Main language: Hebrew.'],[],[],[],"[u'Bible. Commentaries. Anonymous. Hebrew: Exodus.', u'Midrash. \u05e8\u05d1\u05d4; \u05d0\u05dc\u05d4 \u05e9\u05de\u05d5\u05ea. (mentioned).']","[u'beg\u200e.\u200e missing\u200e;\u200e verse \u200e2\u200e\u200e4\u200e beg\u200e.\u200e \u05d5\u05d9\u05e9\u05de\u05e2 \u05d0\u05dc\u05d4\u05d9\u05dd ... \u05db\u05d1\u05e8 \u05d9\u05d3\u05e2\u05ea \u05d1\u05e4\u05d9\u0307 \u05e4\u05e8\u05e9\u05ea \u05d4\u05e7\u05d1\u05e6\u05d5 \u05d5\u05e9\u05de\u05e2\u05d5 \u05de\u05d4 \u05e9\u05d6\u05db\u05e8\u05ea\u05d9 \u05dc\u05da \u05de\u05d3\u05d1\u05e8\u05d9 \u05d4\u05de\u05d5\u05e8\u05d4 \u05e2\u0307\u05d4\u0307 \u05d1\u05e4\u05e8\u05e7 \u05de\u0307\u05d4\u0307 \u05de\u05d4\u05d7\u05dc\u05e7 \u05d4\u05e8\u05d0\u05e9\u05d5\u05df \u05db\u05d9 \u05de\u05dc\u05ea \u05e9\u05de\u05e2 \u05ea\u05e4\u05d5\u05dc \u05e2\u05dc \u05e9\u05de\u05d9\u05e2\u05ea \u05d4\u05d0\u05d5\u05d6\u05df ... \u200e,\u200e end \u05d5\u05d0\u05de\u0307 \u05e8\u0307\u05d6\u0307\u05dc\u0307 \u05d1\u05d0\u05dc\u05d4 \u05e9\u05de\u05d5\u05ea \u05e8\u05d1\u05d4 \u05d1\u05dc\u05d1\u05ea \u05d0\u05e9 \u05db\u05d1\u05ea\u05d7\u05dc\u05d4 \u05dc\u05d0 \u05d9\u05e8\u05d3 \u05d0\u05dc\u05d0 \u05de\u05dc\u05d0\u05da \u05d0\u05d7\u05d3 \u05e9\u05d4\u05d9\u05d4 \u05de\u05de\u05d5\u05e6\u05e2 \u05d5\u05e2\u05d5\u05de\u05d3 \u05d1\u05d0\u05de\u05e6\u05e2 \u05d4\u05d0\u05e9 \u05d5\u05d0\u05d7\u05e8 \u05db\u05da \u05d9\u05e8\u05d3\u05d4 \u05e9\u05db\u05d9\u05e0\u05d4 \u05d5\u05d3\u05d1\u05e8\u05d4 \u05e2\u05de\u05d5 \u05de\u05ea\u05d5\u05da \u05d4\u05e1\u05e0\u05d4. \u05d5\u05e8\u05e6\u05d5\u0307 \u05dc\u05d5\u05de\u0307 \u05db\u05d9 \u05de\u05ea\u05d7\u05dc\u05d4 \u05d4\u05d9\u05ea\u05d4 \u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/b5c4feef-4b69-4a5f-8919-3250a6a4addf
[u'MS. Heb. d. 64/14'],[u'Commentary in Arabic on Leviticus xxii. 29 to xxiii. 11'],[u'MS. Heb. d. 64'],"[u'Syr\u200e.\u200e curs\u200e.\u200e char\u200e.\u200e\u200e;\u200e large \u200e8\u200evo\u200e,\u200e paper \u200e,\u200e injured\u200e.\u200e ']","[u'Bought through the Rev. Prof. Sayce, 1896 (from the Genizah).']","[u'40a', u'42b']",[u'Main language: Judeo-Arabic.'],[],[u'Abraham (b. Meir) b. Ezra'],[],[u'Bible. Commentaries. Anonymous. Arabic: Exodus.'],[u'beg\u200e.\u200e and end obliterated\u200e;\u200e xxiii\u200e.\u200e \u200e9\u200e beg\u200e.\u200e \u05d5\u05d9\u05d3\u05d1\u05e8 \u05d9\u05d4\u05d5\u05d4 ... \u05e7\u05d5\u05dc\u05d4 \u05db\u05d9 \u05ea\u05d1\u05d0\u05d5 \u05d0\u05dc \u05d4\u05d0\u05e8\u05e5 \u05e8\u0307\u05dc\u0307 \u05d0\u05df \u05d4\u05d3\u05d4 \u05d0\u05dc\u05de\u05e6\u05d5\u05d4 \u05dc\u05d0 \u05ea\u05dc\u05d6\u05de\u05d4\u05dd \u05e7\u05d1\u05dc \u05d3\u05db\u05d5\u05dc\u05d4\u05dd \u05dc\u05dc\u05d0\u05e8\u05e5 \u05d5\u05d0\u05df \u05dc\u05d0 \u05d9\u05d2\u0307\u05d5\u05d6 \u05d0\u05d2\u0307\u05d0\u05d1\u05d4\u0308 \u05d0\u05dc\u05e2\u05d5\u05de\u05e8 \u05d0\u05dc\u05d0 \u05de\u05e0\u05d4\u05d0 \u05d5\u05e7\u05d5\u05dc\u05d4 \u05d5\u05e7\u05e6\u05e8\u05ea\u05dd \u05d0\u05ea \u05e7\u05e6\u05d9\u05e8\u05d4 \u05dc\u05d9\u05e1 \u05de\u05e2\u05e0\u05d0\u05d4 \u05d0\u05e0\u05d4\u05dd \u05d0\u05d9 \u05d5\u05e7\u05ea \u05d7\u05e6\u05d3\u05d5\u05d0 \u05d9\u05d2\u0307\u05d9\u05d1\u05d5\u05d0 \u05d0\u05dc\u05e2\u05d5\u05de\u05e8 ... \u200e;\u200e on fol. 40b Ibn Ezra  is quoted\u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/8957df6e-39ce-4afb-a148-4cfca6402939
[u'MS. Heb. d. 64/15'],"[u'Seadiah\u2019s commentary, in Arabic, on Isaiah lviii. 9 to 14, followed by his translation of Isaiah lix. 1 to 8.']",[u'MS. Heb. d. 64'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e large \u200e8\u200evo\u200e,\u200e vellum \u200e,\u200e injured\u200e.\u200e ', u'Part of the same copy as No. 2628, 26 \u200e.\u200e ']","[u'Bought through the Rev. Prof. Sayce, 1896 (from the Genizah).']","[u'43a', u'43b']",[u'Main language: Judeo-Arabic.'],"['Seadiah b. Joseph al-fayyumi, Gaon']",[],[],"[u'Seadiah b. Joseph al-fayyumi, Gaon. Versions, Arabic: Isaiah.', u'Seadiah b. Joseph al-fayyumi, Gaon. Commentaries, Arabic: Isaiah.']",[],http://genizah.bodleian.ox.ac.uk/profile/manuscript/8ce77be9-73d4-44b4-83d6-dc81e9ed8286
[u'MS. Heb. d. 64/16'],[u'Rashi\u2019s commentary'],[u'MS. Heb. d. 64'],"[u'Span\u200e.\u200e curs\u200e.\u200e char\u200e.\u200e\u200e;\u200e large \u200e8\u200evo\u200e,\u200e vellum \u200e,\u200e injured and stained\u200e.\u200e ']","[u'Bought through the Rev. Prof. Sayce, 1896 (from the Genizah).']","[u'44a', u'45b']","[u'The main language is Hebrew. Other languages included: Undetermined.', u'Hebrew, words in Latin characters']",['Solomon b. Isaac (Rashi)'],[],[],"[u'Solomon b. Isaac (Rashi). Commentaries: Ruth.', u'Solomon b. Isaac (Rashi). Commentaries: Lamentations.']","[u'On fol. 45 \u200e,\u200e margin\u200e,\u200e is the following note\u200e,\u200e \u05d6\u05d4 \u05d4\u05e1\u05e4\u05e8 \u05d4\u05e0\u05d5\u05ea\u05df \u05d0\u05de\u05e8\u05d9 \u05e9\u05e4\u05e8 \u05d0\u05e0\u05d9 \u05d4\u05db\u05d5\u05ea\u05d1 \u05e2\u05e4\u05e8 \u05d5\u05d0\u05e4\u05e8 \u05d4\u05d5\u05d0 \u05e9\u05dc\u05d4\u05d7\u05db\u05dd \u05d4\u05e9\u05dc\u05dd \u05d4\u05d3\u05d9\u05d9\u05df \u05d4\u05de\u05e6\u05d5\u05d9\u05d9\u05df \u05db\u05bf\u05de\u05bf\u05d4\u05bf\u05e8\u05bf\u05e8\u05bf \u05d9\u05d4\u05d5\u05e1\u05e3 \u05de\u05dc\u05d9\u05e8\u05d0\u05d4 \u05e0\u05bf\u05e8\u05bf\u05d5\u05bf \u05d0\u05e0\u05d9 \u05d4\u05e6\u05e2\u05d9\u05e8 \u05d9\u05d3\u05d9\u05d3\u05d9\u05d4 \u200e.\u200e There is also some scribbling on the margins\u200e,\u200e and a few words in Latin characters\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/5727b429-f5b5-45ef-a5cd-5e42f3e77a03
[u'MS. Heb. d. 64/17'],[u'Commentary in Arabic on Daniel viii. 14'],[u'MS. Heb. d. 64'],"[u'Syr\u200e.\u200e squ\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e large \u200e8\u200evo\u200e,\u200e paper \u200e,\u200e slightly injured\u200e.\u200e ']","[u'Bought through the Rev. Prof. Sayce, 1896 (from the Genizah).']","[u'46a', u'47b']",[u'Main language: Judeo-Arabic.'],[],[],[],[u'Bible. Commentaries. Anonymous. Arabic: Daniel.'],"[u'beg\u200e.\u200e missing\u200e,\u200e beg\u200e.\u200e \u05d0\u05dc\u05d0\u05d2\u05dc \u05d0\u05e8\u05d9 \u05d0\u05df \u05d0\u05e6\u0307\u05d9\u05e3 \u05d0\u05dc\u05d9\u05d4 \u05e9\u05e8\u05d7 \u05e2\u05d3 [\u05e2\u05e8\u05d1] \u05d1\u05e7\u05e8 \u05d0\u05dc\u05e4\u05d9\u05dd \u05d5\u05e9\u05dc\u05e9 \u05de\u05d0\u05d5\u05ea. \u200e,\u200e end \u05d7\u05ea\u05d9 \u05d9\u05d5\u05d0\u05e4\u05e7 \u05d0\u05df \u05d9\u05d2\u05d9 \u05d0\u05dc\u05e3 \u05d5\u05ea\u05dc\u05ea\u05d4 \u05de\u05d0\u05d9\u05d4 \u05d5\u05db\u05de\u05e1\u05d4 \u05d5\u05ea\u05dc\u05ea\u05d9\u05df \u05e1\u05e0\u05d4 \u05dc\u05d0\u05df \u05e7\u05d5\u05dc\u05d4 \u05dc\u05de\u05d5\u05e2\u05d3 \u05d0\u05e0\u05de\u05d0 \u05d9\u05db\u05d3\u05dd \u05d0\u05dc\u05db\u05dc\u05d0\u05dd \u05db\u05e7\u05d5\u05dc\u05da \u05dc\u05de\u05d5\u05e2\u05d3 \u05d7\u05d3\u05e9 \u05d4\u05d0\u05d1\u05d9\u05d1 \u05d5\u05d0\u05dc\u05e2\u05de\u05dc \u05e4\u05e2\u05dc\u05d9 \u05de\u05d5\u05e2\u05d3\u05d9\u05dd \u05d5\u05d7\u05e6\u05d9 \u05e4\u05e4\u05d7\u05e6\u05e0\u05d0 \u05d5\u05d5\u05d2\u05d3\u05e0\u05d0 \u05d3\u05dc\u05da \u05d9\u05d5\u05d0\u05e4\u05e7 \u05d0\u05d3\u05d0 \u05d0\u05e2\u05ea\u05e7\u05d3\u05e0\u05d0 \u05d0\u05e0\u05d4 \u05d9\u05e2\u05e0\u05d9 \u05d1\u05e7\u05d5\u05dc \u200e.\u200e Seadiah  is quoted\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/4a746626-7169-405a-a2c1-b2b49063709a
[u'MS. Heb. d. 64/18'],[u'Commentary in Arabic on Deuteronomy'],[u'MS. Heb. d. 64'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e large \u200e8\u200evo\u200e,\u200e paper \u200e,\u200e stained and in parts injured\u200e.\u200e ']","[u'Bought through the Rev. Prof. Sayce, 1896 (from the Genizah).']","[u'48a', u'77b']",[u'Main language: Judeo-Arabic.'],[],[],[],[u'Bible. Commentaries. Anonymous. Arabic: Deuteronomy.'],"[u'beg\u200e.\u200e missing\u200e,\u200e beg\u200e.\u200e with chap\u200e.\u200e xxxi\u200e.\u200e \u200e2\u200e\u200e8\u200e\u200e;\u200e fol. 50b  \u200e(\u200eon chap\u200e.\u200e xxxii\u200e)\u200e beg\u200e.\u200e\u200e,\u200e after a blank\u200e,\u200e \u05d1\u05e9\u05de\u05da \u05e8\u05d7\u05de\u0307 \u05d4\u05d0\u05d6\u05d9\u05e0\u05d5 \u05e7\u05d0\u05dc \u05de\u05d5\u05dc\u05e4\u05d4 \u05e1\u05d1\u05d7\u05d0\u05df \u05d0\u05dc\u05e8\u05d7\u05de\u05df \u05d0\u05dc\u05e8\u05d0\u05d5\u05e3 \u05d1\u05e2\u05d1\u05d0\u05d3\u05d4 \u05d0\u05dc\u05de\u05e1\u05ea\u05e6\u05dc\u05d7\u05d4\u05d5\u05dd \u05dc\u05de\u05d0 \u05d4\u05d5 \u05db\u05d9\u05e8 \u05dc\u05d4\u05dd \u05d1\u05d0\u05d2\u05e0\u05d0\u05e1 \u05d5\u05d0\u05e0\u05d5\u05d0\u05e2 \u05d5\u05d0\u05e9\u05db\u05d0\u05e5 \u200e,\u200e end \u200e(\u200eon xxxii\u200e.\u200e \u200e1\u200e\u200e3\u200e\u200e)\u200e \u05d5\u05e7\u05d3 \u05e4\u05e1\u05e8 \u05e8\u05d1\u05d5\u05ea\u05d9\u05e0\u05d5 \u05d9\u05e8\u05db\u05d9\u05d1\u05d4\u05d5 \u05e2\u05dc \u05d1\u05de\u05ea\u05d9 \u05d0\u05e8\u05e5 \u05e2\u05dc\u05d9 \u05d9\u05e8\u05d5\u05e9\u05dc\u05dd \u05d0\u05dc\u05ea\u05d9 \u05d4\u05d9\u05d0 \u05d0\u05e2\u05dc\u05d4 \u05d0\u05e8\u05e5 \u05d9\u05e9\u05e8\u05d0\u05dc \u05db\u05de\u0307 \u05e7\u05d0\u05dc ... \u200e,\u200e the last line obliterated\u200e.\u200e The writer cites his authorities anonymously\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/70892bf8-5f0f-405a-a84e-24bfea0c469d
[u'MS. Heb. d. 64/19'],[u'Fragment of Maqamat in the style of \u1e24arizi'],[u'MS. Heb. d. 64'],"[u'Yemen Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e large \u200e8\u200evo\u200e,\u200e paper \u200e,\u200e stained and injured\u200e.\u200e ', u'In the same hand as No. 2826 38 \u200e.\u200e ']","[u'Bought through the Rev. Prof. Sayce, 1896 (from the Genizah).']","[u'78a', u'79b']",[u'Main language: Hebrew.'],['Ethan ha-Ezrai (pseud.)'],[],[],"[u'Ethan ha-Ezra\u1e25i (pseud.). Maqamah.', u'Maqamat.']","[u'beg\u200e.\u200e \u05d5\u05d9\u05e2\u05df \u05d4\u05d7\u05de\u05d9\u05e9\u05d9 \u05d5\u05d9\u05d0\u05de\u05e8 \u05d7\u05d9\u05d3\u05d4 \u05d1\u05e1\u05d4\u05e8. \u05e8\u05d0\u05d5 \u05e0\u05d5\u05dc\u05d3 \u05d5\u05d0\u05d1 \u05d0\u05d9\u05df \u05dc\u05d5 \u05d5\u05dc\u05d0 \u05d0\u05dd. \u05d5\u05d4\u05d5\u05d0 \u05d6\u05e7\u05df \u05d9\u05d7\u05d3\u05e9 \u05dc\u05d5 \u05e0\u05e2\u05d5\u05e8\u05d9\u05dd. \u05d5\u05d9\u05dc\u05d3\u05d5\u05ea\u05d5 \u05d5\u05e0\u05e2\u05e8\u05d5\u05ea\u05d5 \u05d5\u05d6\u05e7\u05e0\u05d4. \u05d5\u05db\u05dc \u05d6\u05d0\u05ea \u05ea\u05d5\u05da \u05e9\u05dc\u05d5\u05e9\u05d9\u05dd \u05d9\u05d5\u05dd \u05e1\u05e4\u05d5\u05e8\u05d9\u05dd. \u05d5\u05d4\u05d5\u05d0 \u05e0\u05e9\u05d0 \u05d5\u05ea\u05d7\u05ea \u05db\u05dc \u05de\u05e7\u05d5\u05de\u05d5. \u05d5\u05d4\u05d5\u05d0 \u05e2\u05e7\u05e9 \u05d5\u05de\u05d4\u05dc\u05db\u05d9\u05d5 \u05d9\u05e9\u05e8\u05d9\u05dd. \u05d5\u05e2\u05ea\u05d5\u05ea \u05d4\u05e0\u05d3\u05d5\u05e8 \u05d9\u05dc\u05d1\u05e9 \u05dc\u05d1\u05e0\u05d9\u05dd. \u05d5\u05e2\u05ea \u05d9\u05e7\u05e8\u05d1 \u05dc\u05d3\u05d5\u05d3 \u05d9\u05dc\u05d1\u05e9 \u05e9\u05d7\u05d5\u05e8\u05d9\u05dd \u200e;\u200e fol. 79 \u200e,\u200e beg\u200e.\u200e \u05d0\u05de\u05e8 \u05d4\u05de\u05d2\u05d9\u05d3 ... \u05d5\u05d0\u05ea\u05d1\u05d5\u05e0\u05df \u05d4\u05d9\u05d8\u05d9\u05d1 \u05d1\u05e6\u05d5\u05e8\u05ea\u05d5. \u05d5\u05d4\u05e0\u05d4 \u05d4\u05d5\u05d0 \u05d0\u05d9\u05e9\u05d5\u05df \u05d4\u05d1\u05d1\u05d5\u05ea \u05d5\u05de\u05d7\u05de\u05d3 \u05d4\u05dc\u05d1\u05d1\u05d5\u05ea \u05d4\u05d7\u05db\u05dd \u05d4\u05ea\u05d7\u05db\u05de\u05d5\u05e0\u05d9 \u05e2\u05de\u05d5\u05d3 \u05d4\u05e9\u05db\u05dc \u05d4\u05d9\u05de\u05d9\u05e0\u05d9 ... \u200e;\u200e the \u200e8\u200eth Maqamah \u200e(\u200e ibid. \u200e)\u200e is headed \u05d0\u05dc\u05de\u05e7\u05d0\u05de\u05d4 \u05d0\u05dc\u05ea\u05d0\u05de\u05e0\u05d4 \u05de\u05e7\u05d0\u05de\u05d4 \u05d0\u05dc\u05d2\u05e0\u05d0\u05e1 \u200e,\u200e beg\u200e.\u200e \u05e0\u05d0\u05d5\u05dd \u05d0\u05d9\u05ea\u05df \u05d4\u05d0\u05d6\u05e8\u05d7\u05d9 \u05d4\u05d9\u05d9\u05ea\u05d9 \u05d1\u05d4\u05d9\u05d5\u05ea \u05dc\u05d1\u05d9 \u05d1\u05d2\u05e0\u05d9 \u05d4\u05e9\u05de\u05d7\u05d5\u05ea \u05de\u05e6\u05d9\u05e5 \u05d5\u05de\u05d7\u05e8\u05db\u05d9 \u05de\u05e9\u05d5\u05e9\u05e0\u05d5\u05ea \u05de\u05e6\u05d9\u05e5. \u05d5\u05e8\u05db\u05d1 \u05d4\u05e9\u05e9\u05d5\u05df \u05dc\u05e4\u05e0\u05d9 \u05d0\u05e1\u05d5\u05e8. \u05d5\u05d2\u05d0\u05d5\u05df \u05d4\u05d9\u05d2\u05d5\u05df \u05de\u05dc\u05e4\u05e0\u05d9 \u05d0\u05e1\u05d5\u05e8. \u05dc\u05e8\u05d0\u05d5\u05ea \u05d9\u05dc\u05d3\u05d9 \u05d4\u05d9\u05e4\u05d9 ... \u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/9368ebb3-0082-4804-86aa-2f7eb697f39f
[u'MS. Heb. d. 64/2'],"[u'Jeremiah, text with Targum after each verse']",[u'MS. Heb. d. 64'],"[u'Yemen squ\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e2\u200e coll\u200e.\u200e\u200e,\u200e large \u200e8\u200evo\u200e,\u200e vellum \u200e,\u200e injured and obliterated\u200e.\u200e ']","[u'Bought through the Rev. Prof. Sayce, 1896 (from the Genizah).']","[u'7a', u'8b']",[u'The main language is Hebrew. Other languages included: Aramaic.'],[],[],[],"[u'Bible. Jeremiah.', u'Targum. Jeremiah.']",[u'With superlinear punctuation\u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/dee8bcd1-6121-497b-aff5-a0694ce32565
[u'MS. Heb. d. 64/20'],[u'Midrash; Poem'],[u'MS. Heb. d. 64'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e \u200e(\u200etwo hands\u200e)\u200e\u200e;\u200e large \u200e8\u200evo\u200e,\u200e paper \u200e,\u200e injured\u200e.\u200e ']","[u'Bought through the Rev. Prof. Sayce, 1896 (from the Genizah).']","[u'80a', u'80b']",[u'Main language: Hebrew.'],"[""Judah Samuel Abbas b. Abun (Abu 'l-qurra)""]",[],[],"[u""Judah Samuel \u02bfAbbas b. Abun (Abu 'l-qurra)."", u'Midrash. \u05ea\u05e0\u05d7\u05d5\u05de\u05d0.']",[],http://genizah.bodleian.ox.ac.uk/profile/manuscript/6048c8f2-f91f-4257-8d60-aa50fc5fced3
[u'MS. Heb. d. 64/21'],[u'\u05e7\u05d9\u05e0\u05d5\u05ea'],[u'MS. Heb. d. 64'],"[u'Syr\u200e.\u200e curs\u200e.\u200e char\u200e.\u200e\u200e;\u200e large \u200e8\u200evo\u200e,\u200e paper \u200e,\u200e injured\u200e.\u200e ']","[u'Bought through the Rev. Prof. Sayce, 1896 (from the Genizah).']","[u'81a', u'81b']",[u'Main language: Hebrew.'],[],[],[],"[u'Liturgy. \u05e7\u05d9\u05e0\u05d5\u05ea.', u'Liturgy. \u05d0\u05d1\u05dc.']",[],http://genizah.bodleian.ox.ac.uk/profile/manuscript/75f3b46f-dfd9-4c05-a30f-203db953973a
[u'MS. Heb. d. 64/22'],[u'\u05e7\u05d9\u05e0\u05d4'],[u'MS. Heb. d. 64'],"[u'Syr\u200e.\u200e curs\u200e.\u200echar\u200e.\u200e\u200e;\u200e large \u200e8\u200evo\u200e,\u200e paper \u200e.\u200e ']","[u'Bought through the Rev. Prof. Sayce, 1896 (from the Genizah).']","[u'82a', u'82b']",[u'Main language: Judeo-Arabic.'],[],[],[],[u'Liturgy. \u05e7\u05d9\u05e0\u05d5\u05ea. (Arabic).'],"[u'in Arabic\u200e,\u200e beg\u200e.\u200e missing \u200e(\u200e\u200e?\u200e\u200e)\u200e\u200e,\u200e beg\u200e.\u200e and ending with the lines \u05d1\u05e2\u05d3\u05da \u05d9\u05d0 \u05e1\u05d3\u05d9\u05d3 \u05e7\u05d3\u05bf \u05d6\u05d0\u05d3 \u05d1\u05d9\u05d0 \u05d0\u05dc\u05d4\u05dd \u05d5\u05dc\u05d0\u05d7\u05d6\u05d0\u05df \u05d5\u05d3\u05de\u05e2\u05d9 \u05e2\u05dc\u05d9 \u05db\u05bf\u05d3\u05d9 \u05d1\u05d9\u05d5\u05e8\u05d9 \u05d1\u05d7\u05d0\u05dc \u05d8\u05d5\u05e4\u05bf\u05d0\u05df \u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/feb3e40f-f759-4849-921c-43343d9e69fc
